"Device_ID","Device_Type","Operating_System","Department","Vulnerability","Threat","Attack","CPU_Usage","Memory_Usage","Network_Traffic","Failed_Logins","Open_Ports","Patch_Level","Firewall","Antivirus","User_Behaviour_Score","Risk_Score","Compromised"
"DEV0863","Server","macOS","Admin","Weak Password","Insider Threat","DDoS",49.4,27.56,301.39,7,5,"Updated","Disabled","Installed",92.77,60,"Yes"
"DEV0864","IoT Device","Windows","IT","Buffer Overflow","Malware","Phishing",70.08,74.66,392.53,15,9,"Updated","Disabled","Not Installed",60.37,26,"No"
"DEV0865","Laptop","macOS","HR","Open Port","Ransomware","DDoS",39.34,64.64,187.16,13,23,"Updated","Disabled","Installed",47.89,73,"Yes"
"DEV0866","Laptop","Android","Finance","Unpatched Software","Malware","Brute Force",78.12,92.32,130.29,7,16,"Outdated","Enabled","Not Installed",97.7,31,"Yes"
"DEV0867","Laptop","Windows","Admin","Outdated Antivirus","APT","DDoS",92.88,67.9,51.72,18,10,"Updated","Disabled","Not Installed",51.46,38,"Yes"
"DEV0868","IoT Device","Windows","Finance","Remote Code Execution","APT","DDoS",74.75,67.35,438.63,15,11,"Updated","Enabled","Installed",78.38,3,"Yes"
"DEV0869","IoT Device","Android","Admin","Open Port","Ransomware","Brute Force",58.07,33.06,140.81,4,17,"Outdated","Enabled","Installed",77.07,80,"Yes"
"DEV0870","IoT Device","Linux","IT","Privilege Escalation","Ransomware","Brute Force",66.81,80.73,267.1,20,3,"Outdated","Disabled","Installed",69.5,98,"No"
"DEV0871","Desktop","macOS","Finance","Outdated Antivirus","APT","DDoS",71.09,66.34,476.03,14,16,"Updated","Disabled","Installed",97.25,9,"Yes"
"DEV0872","Desktop","macOS","Admin","Cross-Site Scripting","Ransomware","DDoS",20.45,70.96,309.89,6,13,"Outdated","Enabled","Installed",48.68,37,"No"
"DEV0873","Desktop","Windows","IT","Outdated Antivirus","APT","Phishing",80.83,34.37,101.02,1,9,"Outdated","Disabled","Installed",43.04,91,"Yes"
"DEV0874","IoT Device","Linux","Finance","Remote Code Execution","Malware","DDoS",61.48,81.04,286.88,9,3,"Outdated","Disabled","Installed",49.78,77,"No"
"DEV0875","Desktop","Android","IT","SQL Injection","Insider Threat","Brute Force",64.86,64.67,304.83,0,4,"Outdated","Disabled","Installed",95.29,28,"Yes"
"DEV0876","Server","Linux","Finance","Outdated Antivirus","APT","DDoS",58.37,71.36,355.69,14,19,"Outdated","Enabled","Installed",53.6,92,"Yes"
"DEV0877","Server","macOS","Sales","Remote Code Execution","Malware","Phishing",86.54,60.24,189.81,15,9,"Updated","Disabled","Not Installed",68.93,22,"No"
"DEV0878","Desktop","Android","HR","Cross-Site Scripting","Malware","Brute Force",22.81,47.99,357.57,11,4,"Outdated","Disabled","Installed",80.85,59,"No"
"DEV0879","IoT Device","Android","Admin","SQL Injection","Insider Threat","Brute Force",73.59,47.22,278.29,8,1,"Updated","Disabled","Installed",73.63,95,"No"
"DEV0880","Laptop","Android","Admin","Buffer Overflow","Ransomware","Phishing",82.78,67.69,409.18,0,14,"Updated","Disabled","Not Installed",89.21,94,"No"
"DEV0881","IoT Device","Linux","IT","Unpatched Software","Ransomware","Brute Force",80.6,28.99,243.32,14,10,"Updated","Disabled","Installed",94.65,7,"No"
"DEV0882","Server","Android","Sales","Open Port","Malware","DDoS",25.6,78.82,406.35,4,23,"Outdated","Enabled","Not Installed",57.14,30,"Yes"
"DEV0883","Laptop","Android","IT","Unpatched Software","APT","Brute Force",25.49,41.63,250.68,7,19,"Outdated","Disabled","Installed",85.82,10,"Yes"
"DEV0884","Server","Linux","Finance","Privilege Escalation","Malware","Brute Force",49.13,31.89,473.18,6,1,"Updated","Disabled","Not Installed",52.02,57,"Yes"
"DEV0885","Server","Windows","IT","Outdated Antivirus","APT","Brute Force",30.4,72.13,253.06,15,10,"Updated","Disabled","Not Installed",55.63,7,"No"
"DEV0886","Server","Windows","IT","Outdated Antivirus","APT","DDoS",24.44,63.9,395.54,15,18,"Outdated","Disabled","Not Installed",53.95,13,"No"
"DEV0887","Laptop","Windows","Finance","Remote Code Execution","APT","Brute Force",21.04,40.78,56.63,16,3,"Outdated","Enabled","Installed",55.95,85,"No"
"DEV0888","IoT Device","Windows","Sales","Buffer Overflow","APT","DDoS",44.41,88.36,270.38,6,22,"Outdated","Enabled","Installed",48.35,81,"No"
"DEV0889","Desktop","Windows","Finance","Remote Code Execution","Malware","Brute Force",52,45.91,275.1,2,8,"Outdated","Disabled","Installed",98.4,41,"No"
"DEV0890","Server","Android","IT","SQL Injection","Malware","Brute Force",87.75,36.49,62.58,6,3,"Updated","Enabled","Not Installed",72.62,22,"No"
"DEV0891","Server","Windows","Sales","Unpatched Software","Malware","Brute Force",93.91,26.82,297.98,5,17,"Updated","Enabled","Not Installed",45.86,3,"Yes"
"DEV0892","IoT Device","macOS","Finance","Cross-Site Scripting","Ransomware","Phishing",58.71,55.98,293.68,1,10,"Outdated","Enabled","Installed",93.38,71,"No"
"DEV0893","IoT Device","Windows","Admin","Firewall Misconfiguration","Ransomware","DDoS",33.12,42.56,346.98,6,6,"Outdated","Disabled","Installed",72.78,85,"Yes"
"DEV0894","Laptop","macOS","HR","Firewall Misconfiguration","APT","DDoS",49.82,52.11,78.74,2,11,"Updated","Enabled","Not Installed",40.27,98,"No"
"DEV0895","Laptop","Windows","Finance","Privilege Escalation","APT","DDoS",69.89,55.68,461.4,5,16,"Updated","Enabled","Installed",87.18,58,"No"
"DEV0896","Laptop","Windows","Finance","Unpatched Software","Ransomware","Phishing",92.43,90.24,435.33,4,23,"Updated","Enabled","Not Installed",68.11,14,"Yes"
"DEV0897","IoT Device","Windows","Sales","Weak Password","Ransomware","DDoS",73.63,34.34,281.6,4,16,"Updated","Disabled","Not Installed",59.76,49,"Yes"
"DEV0898","Server","macOS","HR","Open Port","Malware","DDoS",93.54,31.79,114.65,12,18,"Updated","Enabled","Not Installed",94.3,49,"Yes"
"DEV0899","Server","Linux","Finance","Buffer Overflow","APT","DDoS",67.54,44.13,323.02,0,18,"Outdated","Disabled","Installed",63.61,3,"No"
"DEV0900","IoT Device","Windows","Admin","Open Port","Malware","Phishing",50.04,60.72,188.52,18,9,"Updated","Disabled","Installed",52.91,60,"No"
"DEV0901","IoT Device","macOS","IT","Unpatched Software","APT","Brute Force",51.05,26.25,84.51,11,10,"Outdated","Disabled","Not Installed",54.36,93,"No"
"DEV0902","IoT Device","macOS","Finance","Firewall Misconfiguration","APT","Phishing",38.3,47.93,423.01,20,1,"Outdated","Disabled","Not Installed",67.42,42,"No"
"DEV0903","Laptop","Windows","Finance","Outdated Antivirus","Ransomware","DDoS",41.46,79.17,292.85,7,13,"Updated","Disabled","Installed",88.86,71,"No"
"DEV0904","Laptop","Windows","HR","Privilege Escalation","APT","Brute Force",74.97,36.78,126.61,1,5,"Updated","Enabled","Not Installed",87.19,2,"No"
"DEV0905","IoT Device","macOS","HR","Privilege Escalation","Insider Threat","Phishing",40.97,96.87,76.96,16,15,"Updated","Enabled","Installed",71.8,52,"Yes"
"DEV0906","Desktop","macOS","Admin","Privilege Escalation","Insider Threat","DDoS",74.59,96.77,372.06,17,20,"Outdated","Enabled","Not Installed",78.56,11,"Yes"
"DEV0907","IoT Device","Linux","IT","Privilege Escalation","Insider Threat","Brute Force",60.56,42.83,489.73,0,23,"Updated","Enabled","Installed",64.28,66,"No"
"DEV0908","Server","Linux","IT","Privilege Escalation","APT","DDoS",90.64,67.39,98.94,8,9,"Updated","Enabled","Installed",77.76,90,"Yes"
"DEV0909","Server","Windows","IT","SQL Injection","APT","Brute Force",92.25,71.41,212.24,4,6,"Outdated","Enabled","Not Installed",55.79,74,"Yes"
"DEV0910","Desktop","Windows","HR","Outdated Antivirus","Insider Threat","DDoS",30.85,86.21,86.44,8,13,"Updated","Enabled","Installed",40.67,10,"No"
"DEV0911","IoT Device","Android","IT","Buffer Overflow","Malware","Brute Force",37.1,93.28,336.94,13,24,"Updated","Disabled","Not Installed",94,59,"No"
"DEV0912","Laptop","macOS","HR","Outdated Antivirus","Malware","DDoS",59.62,73.51,390.28,8,18,"Updated","Disabled","Installed",60.43,2,"No"
"DEV0913","Server","Windows","HR","Weak Password","Malware","Phishing",56.1,44.08,351.73,8,17,"Updated","Disabled","Not Installed",80.75,81,"Yes"
"DEV0914","Laptop","Linux","Admin","Weak Password","APT","DDoS",74.25,83.3,363.98,13,19,"Updated","Enabled","Not Installed",65.51,94,"Yes"
"DEV0915","IoT Device","Windows","Finance","Open Port","Ransomware","DDoS",63.16,43.93,92.99,10,9,"Updated","Disabled","Installed",40.44,25,"No"
"DEV0916","IoT Device","Android","HR","Firewall Misconfiguration","Malware","Brute Force",36.32,96.32,290.32,16,6,"Updated","Enabled","Installed",91.33,71,"No"
"DEV0917","Laptop","Windows","HR","Weak Password","Malware","Brute Force",82.85,76.53,355.87,11,8,"Updated","Enabled","Not Installed",93.71,99,"No"
"DEV0918","Server","Linux","Finance","Weak Password","Ransomware","DDoS",27.75,58.54,135.13,14,3,"Outdated","Enabled","Not Installed",77.5,89,"No"
"DEV0919","Desktop","macOS","Sales","SQL Injection","Insider Threat","Phishing",52.68,29.15,113.75,15,12,"Outdated","Disabled","Not Installed",64.85,64,"No"
"DEV0920","Server","macOS","HR","Unpatched Software","APT","DDoS",22.33,83.24,335.85,8,4,"Outdated","Disabled","Installed",86.55,19,"Yes"
"DEV0921","Server","Linux","Sales","Remote Code Execution","Malware","Phishing",79.05,50.8,354.52,9,16,"Outdated","Enabled","Not Installed",64.12,19,"Yes"
"DEV0922","IoT Device","Android","Sales","Weak Password","Malware","Brute Force",58.52,90.36,441.89,10,5,"Outdated","Disabled","Not Installed",88.22,12,"Yes"
"DEV0923","Server","Windows","Sales","Remote Code Execution","APT","DDoS",25.38,39.08,170.61,12,4,"Outdated","Enabled","Installed",45.87,94,"No"
"DEV0924","Desktop","Linux","Sales","Unpatched Software","Ransomware","Phishing",58.73,90.63,246.99,10,6,"Outdated","Enabled","Not Installed",44.42,47,"Yes"
"DEV0925","Laptop","Windows","Admin","Remote Code Execution","APT","Phishing",81.1,28.82,161.72,0,9,"Outdated","Enabled","Not Installed",79.14,38,"Yes"
"DEV0926","Server","Linux","HR","Buffer Overflow","Ransomware","Brute Force",46.11,97.78,402,20,18,"Updated","Disabled","Installed",82.36,11,"No"
"DEV0927","IoT Device","Linux","Finance","Open Port","Ransomware","Brute Force",63.07,70.03,347.29,7,24,"Outdated","Disabled","Installed",61.89,60,"No"
"DEV0928","IoT Device","Windows","Admin","Unpatched Software","Malware","DDoS",57.57,65.88,410.74,6,14,"Updated","Disabled","Not Installed",81.65,95,"No"
"DEV0929","Server","Linux","IT","Buffer Overflow","APT","DDoS",30.93,51.92,339.34,20,22,"Outdated","Disabled","Not Installed",66.78,31,"Yes"
"DEV0930","Desktop","Windows","IT","Open Port","APT","DDoS",24.97,58.48,270.53,0,13,"Outdated","Enabled","Not Installed",45.91,40,"No"
"DEV0931","Desktop","macOS","Finance","Privilege Escalation","Ransomware","DDoS",20.79,96.75,230.77,8,11,"Outdated","Enabled","Not Installed",99.84,73,"No"
"DEV0932","IoT Device","Linux","HR","Open Port","Ransomware","DDoS",82.79,64.88,314.31,19,6,"Outdated","Enabled","Not Installed",41.11,49,"Yes"
"DEV0933","IoT Device","macOS","Finance","Remote Code Execution","Ransomware","Brute Force",48.59,15.19,153.84,15,21,"Updated","Disabled","Not Installed",77.46,52,"No"
"DEV0934","IoT Device","Windows","HR","SQL Injection","Ransomware","DDoS",65.32,86.19,201.72,5,24,"Outdated","Enabled","Installed",75.79,24,"Yes"
"DEV0935","Desktop","Android","HR","Outdated Antivirus","APT","Phishing",79.86,76.47,309.61,19,16,"Updated","Enabled","Not Installed",93.39,27,"Yes"
"DEV0936","IoT Device","Windows","Admin","Privilege Escalation","Malware","Phishing",41.84,84.53,163.21,9,22,"Updated","Enabled","Not Installed",80.57,83,"Yes"
"DEV0937","Server","macOS","IT","SQL Injection","Ransomware","Brute Force",70.01,32.08,266.25,17,4,"Updated","Disabled","Not Installed",49.71,12,"Yes"
"DEV0938","Server","Linux","HR","Outdated Antivirus","APT","Brute Force",47.09,66.63,224.75,15,19,"Updated","Disabled","Not Installed",54.67,18,"Yes"
"DEV0939","Desktop","Linux","HR","Privilege Escalation","Malware","DDoS",48.63,47.15,424.11,10,9,"Updated","Enabled","Installed",96.6,38,"Yes"
"DEV0940","Laptop","Linux","Admin","Outdated Antivirus","APT","DDoS",82.94,71.43,57.76,7,19,"Updated","Enabled","Not Installed",90.83,34,"No"
"DEV0941","IoT Device","macOS","Admin","Weak Password","APT","Phishing",61.6,26.46,168.65,20,15,"Outdated","Disabled","Not Installed",91.39,7,"Yes"
"DEV0942","IoT Device","Windows","HR","Remote Code Execution","Ransomware","DDoS",48.33,84.35,314.14,6,1,"Outdated","Disabled","Not Installed",45.14,70,"Yes"
"DEV0943","Laptop","macOS","Finance","SQL Injection","Ransomware","Phishing",64.96,74.64,252.96,20,8,"Outdated","Enabled","Not Installed",45.39,60,"No"
"DEV0944","Laptop","Windows","IT","Firewall Misconfiguration","APT","DDoS",98.61,19.96,449.47,2,14,"Updated","Enabled","Installed",98.42,64,"No"
"DEV0945","Desktop","Linux","Sales","Outdated Antivirus","APT","DDoS",38.07,90.73,494.79,14,23,"Updated","Enabled","Installed",98.66,69,"No"
"DEV0946","Laptop","Linux","IT","Privilege Escalation","Ransomware","Brute Force",87.67,90.11,365.56,5,2,"Updated","Disabled","Installed",83.85,30,"Yes"
"DEV0947","Desktop","Linux","Sales","Firewall Misconfiguration","Ransomware","Brute Force",61.74,72.07,94.81,2,17,"Updated","Enabled","Installed",72.6,14,"No"
"DEV0948","Desktop","Android","IT","Open Port","Ransomware","Phishing",38.28,29.69,467.73,1,7,"Updated","Enabled","Not Installed",95.91,100,"No"
"DEV0949","Server","Android","Finance","Firewall Misconfiguration","Ransomware","Brute Force",63.58,30.02,331.01,5,22,"Outdated","Enabled","Not Installed",99.53,79,"No"
"DEV0950","Server","Linux","Sales","SQL Injection","APT","Brute Force",31.32,63.84,272.99,16,12,"Updated","Disabled","Installed",87.57,4,"No"
"DEV0951","Server","Windows","Finance","Outdated Antivirus","Ransomware","DDoS",38.79,93.58,346.7,18,17,"Outdated","Enabled","Installed",46.92,83,"Yes"
"DEV0952","IoT Device","Android","HR","Outdated Antivirus","Ransomware","DDoS",79.27,94.62,61.33,1,23,"Outdated","Disabled","Installed",78.1,82,"No"
"DEV0953","Server","Linux","Sales","Unpatched Software","Ransomware","Brute Force",66.28,51.1,197.04,3,2,"Outdated","Disabled","Installed",54.91,80,"Yes"
"DEV0954","Desktop","Linux","Admin","Buffer Overflow","Malware","DDoS",59.93,64.15,186.97,9,13,"Outdated","Disabled","Not Installed",79.16,25,"No"
"DEV0955","Desktop","macOS","Admin","Open Port","APT","Phishing",69.75,62.39,157.53,6,12,"Updated","Enabled","Installed",67.67,100,"No"
"DEV0956","Desktop","Android","Finance","Cross-Site Scripting","Malware","Brute Force",79.95,35.7,178.02,19,5,"Outdated","Enabled","Installed",94.05,20,"No"
"DEV0957","Server","macOS","IT","Buffer Overflow","Insider Threat","Brute Force",76.05,54.87,82.64,14,14,"Outdated","Disabled","Installed",81.29,77,"No"
"DEV0958","Server","Linux","IT","Unpatched Software","APT","DDoS",33.21,43.24,425.48,6,25,"Updated","Disabled","Installed",92.06,68,"No"
"DEV0959","Server","macOS","IT","Remote Code Execution","Insider Threat","Phishing",80.92,49.41,85.17,4,17,"Outdated","Disabled","Not Installed",67.47,71,"No"
"DEV0960","Laptop","Linux","HR","Buffer Overflow","Insider Threat","DDoS",62.96,54.75,379.82,8,24,"Updated","Disabled","Not Installed",75.97,35,"Yes"
"DEV0961","Server","macOS","Finance","Firewall Misconfiguration","Ransomware","DDoS",72.74,59.18,228.15,10,1,"Updated","Enabled","Not Installed",59.16,49,"No"
"DEV0962","Laptop","Windows","IT","Buffer Overflow","Insider Threat","Phishing",57.94,27.92,479.35,9,24,"Outdated","Disabled","Installed",98.79,10,"Yes"
"DEV0963","Server","Windows","Finance","Cross-Site Scripting","Malware","Phishing",69.48,27.56,452.69,18,22,"Outdated","Enabled","Installed",78.15,85,"No"
"DEV0964","Desktop","macOS","Finance","Remote Code Execution","Insider Threat","Phishing",86.9,55.68,223.39,15,9,"Updated","Disabled","Not Installed",48.77,28,"No"
"DEV0965","IoT Device","Android","Sales","Buffer Overflow","Malware","Phishing",56.96,87.67,284.64,1,8,"Outdated","Disabled","Installed",89.65,96,"Yes"
"DEV0966","IoT Device","Windows","Admin","Buffer Overflow","Ransomware","Brute Force",67.96,53.8,407.78,3,17,"Updated","Enabled","Not Installed",45.77,87,"No"
"DEV0967","Laptop","Android","Finance","Open Port","Malware","DDoS",73.86,76.5,472.51,10,3,"Updated","Enabled","Installed",85.5,54,"No"
"DEV0968","Laptop","Linux","IT","Buffer Overflow","APT","DDoS",49.22,49.32,214.88,7,2,"Outdated","Enabled","Not Installed",99.58,18,"No"
"DEV0969","Laptop","Linux","IT","Buffer Overflow","Ransomware","Phishing",28.17,59.11,173.08,1,20,"Outdated","Enabled","Installed",50.19,97,"Yes"
"DEV0970","Server","Android","Sales","Unpatched Software","Insider Threat","Phishing",50.26,69.03,178.03,2,8,"Updated","Disabled","Not Installed",52.83,17,"Yes"
"DEV0971","IoT Device","macOS","Sales","Outdated Antivirus","Malware","Phishing",79.48,83.71,373.36,1,20,"Updated","Disabled","Not Installed",99.53,74,"No"
"DEV0972","Laptop","macOS","Finance","Remote Code Execution","Malware","DDoS",66.09,54.17,346.54,0,8,"Outdated","Disabled","Not Installed",96.65,8,"Yes"
"DEV0973","Desktop","Windows","HR","Cross-Site Scripting","Insider Threat","DDoS",43.71,24.2,297.28,16,14,"Outdated","Disabled","Not Installed",52.44,50,"No"
"DEV0974","IoT Device","Android","Sales","Unpatched Software","Ransomware","Brute Force",41.26,41.48,140.74,17,9,"Outdated","Disabled","Installed",87.66,65,"No"
"DEV0975","Laptop","macOS","Admin","Unpatched Software","Ransomware","DDoS",99.22,86.47,338.71,6,7,"Outdated","Enabled","Not Installed",85.2,91,"No"
"DEV0976","Server","macOS","Sales","Unpatched Software","Ransomware","DDoS",67.4,41.31,436.01,20,19,"Outdated","Enabled","Installed",60.03,51,"Yes"
"DEV0977","IoT Device","Android","Admin","Privilege Escalation","Ransomware","Brute Force",42.04,63.47,311.62,4,13,"Updated","Disabled","Not Installed",55.2,21,"Yes"
"DEV0978","Server","macOS","Finance","Cross-Site Scripting","APT","Brute Force",26.48,39.01,337.49,20,18,"Outdated","Enabled","Not Installed",70.34,100,"Yes"
"DEV0979","IoT Device","Windows","Admin","Unpatched Software","APT","DDoS",20.16,72.49,401.74,8,21,"Outdated","Enabled","Installed",79.15,6,"Yes"
"DEV0980","Server","Linux","HR","Outdated Antivirus","Ransomware","DDoS",47,38.94,249.42,12,21,"Outdated","Disabled","Installed",60.62,6,"Yes"
"DEV0981","IoT Device","macOS","IT","Unpatched Software","Insider Threat","DDoS",93.2,41.92,273.61,2,16,"Updated","Enabled","Installed",53.3,45,"No"
"DEV0982","Desktop","Android","Finance","Unpatched Software","Malware","Phishing",85.78,40.08,154.63,14,20,"Updated","Disabled","Not Installed",72.36,14,"Yes"
"DEV0983","IoT Device","Windows","Admin","Outdated Antivirus","Malware","Brute Force",41.98,33.01,425.12,17,5,"Updated","Enabled","Not Installed",82.83,19,"No"
"DEV0984","Server","Android","IT","Cross-Site Scripting","APT","Phishing",57.86,35.54,120.4,10,6,"Updated","Disabled","Not Installed",58.6,73,"Yes"
"DEV0985","Desktop","Windows","Finance","Remote Code Execution","Malware","Phishing",77.87,39.27,359.6,2,14,"Outdated","Enabled","Installed",83.05,25,"Yes"
"DEV0986","Laptop","Linux","IT","Remote Code Execution","Ransomware","Brute Force",90.98,30.44,52.96,12,4,"Updated","Enabled","Installed",48.48,74,"Yes"
"DEV0987","Server","Linux","HR","Weak Password","Insider Threat","Phishing",67.14,85.55,273.29,0,7,"Outdated","Enabled","Not Installed",83.36,59,"Yes"
"DEV0988","IoT Device","Windows","Sales","Remote Code Execution","Ransomware","DDoS",60.53,65.17,373.22,5,12,"Outdated","Disabled","Not Installed",85.25,29,"Yes"
"DEV0989","Desktop","Linux","Finance","Unpatched Software","Malware","Brute Force",89.08,86.57,254.79,19,24,"Outdated","Enabled","Installed",80.05,8,"Yes"
"DEV0990","Desktop","Windows","IT","Unpatched Software","Malware","DDoS",87.06,58.72,214.25,10,1,"Outdated","Enabled","Installed",63.06,20,"No"
"DEV0991","Laptop","macOS","Finance","Buffer Overflow","Ransomware","DDoS",34.66,93.02,95.39,11,10,"Updated","Enabled","Not Installed",54.81,58,"No"
"DEV0992","Desktop","macOS","Finance","Outdated Antivirus","Malware","Phishing",70.08,90.54,172.1,16,4,"Outdated","Enabled","Installed",65.57,26,"No"
"DEV0993","Laptop","Linux","HR","Unpatched Software","Insider Threat","DDoS",29.38,54.45,166.23,8,22,"Outdated","Enabled","Installed",86.69,52,"Yes"
"DEV0994","Desktop","Android","HR","SQL Injection","APT","Brute Force",42.92,28.37,428.09,15,16,"Updated","Enabled","Not Installed",61.81,4,"No"
"DEV0995","Server","Windows","Admin","Weak Password","Ransomware","Brute Force",88.52,33.66,228.27,8,7,"Updated","Disabled","Installed",56.39,45,"No"
"DEV0996","Server","Android","IT","Unpatched Software","Insider Threat","Phishing",84.45,77.43,495.69,6,8,"Outdated","Disabled","Installed",78.14,44,"No"
"DEV0997","Desktop","Linux","Admin","Unpatched Software","Ransomware","Brute Force",33.51,92.15,421.37,7,12,"Outdated","Disabled","Installed",69.78,56,"No"
"DEV0998","Desktop","Windows","Finance","Outdated Antivirus","Insider Threat","Brute Force",85.71,36.56,269.62,5,24,"Outdated","Enabled","Installed",49.81,22,"Yes"
"DEV0999","IoT Device","Android","IT","Outdated Antivirus","Insider Threat","Brute Force",25,20.01,403.53,9,12,"Updated","Disabled","Not Installed",52.52,53,"No"
"DEV1000","IoT Device","Windows","Admin","Weak Password","Ransomware","Brute Force",33.2,67.79,309.54,18,2,"Outdated","Enabled","Installed",77.79,50,"No"
